经度_84,纬度_84,名称
110.35646829408473,20.049348736201623,海口市美兰实验小学
110.29677649638239,20.008155457108977,海口市秀峰实验学校
110.30918246960154,20.024895789836766,海口市玉沙实验学校
110.00287486780056,19.75335188546855,澄迈中等职业技术学校
109.4444185549419,19.218181873319004,海南白沙思源实验学校
109.44337191609723,19.214041566399576,白沙黎族自治县民族中学
109.05347051182522,19.257184697511473,昌江黎族自治县矿区中学
109.57692420395948,19.507157097504038,儋州市中等职业技术学校
110.34350706968344,19.620852389442305,定安县平和思源实验学校
110.40500666744177,20.006941330571205,北京师范大学海口附属学校
110.4222682276468,18.815899805773526,北京师范大学万宁附属中学
110.3437357825112,19.965318836775584,海南(海口)特殊教育学校
109.44106001545111,19.213788118899743,白沙县牙叉镇
109.62492891885566,18.54354968230475,保亭县新政镇
108.81454286920523,19.423837577377387,昌江县海尾镇
110.29748212994005,20.00843753520427,海口市秀峰幼儿园
110.33284873280887,20.033653352621265,海口市中心幼儿园
108.86142821584703,19.424915039185056,昌江县海尾镇五大村
110.00064346785426,19.722981609117564,澄迈县金江镇金诚幼儿园
110.37573784990109,19.81317617588406,海口市龙华区龙泉镇美仁坡村
108.70870234520899,19.145505967312914,东方市八所镇斯文村大章嘉兴养猪场
109.443663846545,19.185098951289724,白沙黎族自治县牙叉镇白沙村委会和容村
110.24882155657906,19.998877269283536,海南海灵化学制药有限公司
110.34209633348907,20.020946866083985,海航集团有限公司
110.19976778806154,19.993657951228762,海口富顺科技公司
110.30469433824767,19.996677438038454,海南宝通实业公司
110.32245504519899,19.992387857676672,海南地质有限公司
109.05138851805799,19.260822845294186,海南核电有限公司
110.34011358751164,20.020321897474325,海航进出口有限公司
110.27861118697312,20.020614520759576,海口港信通有限公司
110.35141705869812,20.02626044772843,海口市演艺有限公司
110.74030031378028,19.57425726135066,白沙富涵实业有限公司
109.99072829935945,19.81634396636682,澄迈福羊牧业有限公司
0.0,0.0,澄迈远丰实业有限公司
110.32120073709314,20.013742980585583,广东海垦商贸有限公司
110.26679470125163,19.992660897514742,海口市制药厂有限公司
0.0,0.0,海口一纬科技有限公司
110.25642663924204,19.994445572848086,海南倍特药业有限公司
109.56279551041489,18.260570975437915,海南晨海水产有限公司
0.0,0.0,海南晨辉置业有限公司
110.32022271200907,20.036967111366142,海南诚建科技有限公司
0.0,0.0,海南创述装饰有限公司
110.35356131420282,19.67226311364336,海南达川食品有限公司
0.0,0.0,海南大伟雕艺有限公司
0.0,0.0,海南大显科技有限公司
110.2708044454827,19.954270701916336,海南电网有限责任公司
0.0,0.0,海南东华软件有限公司
108.65786447542939,19.09295677889432,海南方农实业有限公司
109.6094003250188,18.30864637679825,海南富春医药有限公司
110.28068421292558,20.02070310608691,海南港航控股有限公司
110.31978156212077,20.000890013678475,海南公路工程有限公司
110.21338900121424,20.009157954478923,海南海力制药有限公司
110.26324187307652,19.993727341612296,海南海药股份有限公司
109.51303995888684,18.26369266901266,海南航众科技有限公司
109.92707863432122,19.688275224845437,海南洪安农业有限公司
110.31463199298322,20.01905183686832,海南华悦科技有限公司
109.21560047507097,19.66501457844315,儋州鑫海混凝土有限公司
110.20340666157185,20.02224501263587,海口市城建集团有限公司
110.85411025258328,19.576500790112288,海口鑫大川门业有限公司
0.0,0.0,海南迪奥普科技有限公司
110.33760700289609,20.02014731272547,海南飞行者科技有限公司
109.58671757310229,18.669370538079654,保亭雨林幽兰茶叶有限公司
109.92707863432122,19.688275224845437,澄迈洪安农业开发有限公司
0.0,0.0,澄迈华维网络科技有限公司
110.34799318468976,20.01992181690633,大唐海南能源开发有限公司
109.57828219974192,19.502823304437165,东方黎尚文化服饰有限公司
108.6282312861273,19.09073028788479,东方祥麟菜果基地有限公司
110.3039982241399,20.02666656103068,海保人寿保险股份有限公司
110.47345371738533,19.9415573973172,海航航空控股股份有限公司
110.33992601785589,20.019777784443647,海航航空旅游集团有限公司
110.15320196618353,20.057609477787505,海口联投新海置业有限公司
110.25478380153122,19.988885578318307,海口奇力制药股份有限公司
110.34649307002624,19.96550222056965,海口师霖农业开发有限公司
0.0,0.0,海口唐艺文化传播有限公司
110.14405295969968,19.98823993371928,海口天虹生物科技有限公司
0.0,0.0,海口微讯网络科技有限公司
110.3173324616633,20.030449200116397,海口宜坤环境技术有限公司
0.0,0.0,海口亿游网络科技有限公司
110.32350508075866,20.042906766503584,海南北斗天绘科技有限公司
0.0,0.0,海南柴艺坊艺术品有限公司
110.28102872083163,20.020412439006137,海南诚港人力资源有限公司
110.30515145480959,19.99549264455509,海南村里吧吧实业有限公司
110.31689352036574,20.028725601447476,海南岛购电子商务有限公司
110.30008232720745,20.022593945013018,海南第三建设工程有限公司
110.29488866440883,20.015809855940425,海南第四建设工程有限公司
110.31905240864128,20.015828804273756,海南第一建设工程有限公司
110.32471399838528,19.701325299836363,海南电网设计有限责任公司
110.11522226534622,19.386703150708588,海南电网输变电检修分公司
108.72861268354238,19.104152904771,海南顶香生态农业有限公司
110.47345371733346,19.94155839813946,海南东进航空科技有限公司
0.0,0.0,海南飞思网络科技有限公司
110.34404511322323,20.023347424440004,海南高速公路股份有限公司
110.03757245665794,18.496125881206037,海南广陵高科实业有限公司
110.35955876554308,20.030114321111878,海南国为亿科环境有限公司
110.31122576595655,20.03120226545375,海南海航健康管理有限公司
110.30320945045086,20.014759060576818,海南海垦物业服务有限公司
110.11576895527931,19.949340155849516,海南海控特玻科技有限公司
0.0,0.0,海南海平面旅行社有限公司
0.0,0.0,海南海泉家园生态有限公司
0.0,0.0,海南海锐众创科技有限公司
110.63049645433274,20.101198260767188,海南海壹水产种苗有限公司
109.19007065860593,19.767133700383145,海南汉地流体材料有限公司
110.32441612982768,20.02198568305704,海南航冠电子科技有限公司
110.47317990212214,19.94371640332713,海南航空控股股份有限公司
110.79550921574793,19.545366169501538,海南航天投资管理有限公司
109.20773010293141,19.73819612736451,海南合丰运维科技有限公司
110.24872188063644,19.99301341313457,海南合瑞制药股份有限公司
0.0,0.0,海南恒鹏建设工程有限公司
110.45763542145623,19.88996471258439,海南红塔卷烟有限责任公司
110.35662892986451,20.031589791449967,海南宏生勘测设计有限公司
110.30051536443858,20.024616888454336,海南泓景建筑设计有限公司
110.0055584676094,19.732339168510357,海南洪都商业管理有限公司
0.0,0.0,海南华昌矿业开发有限公司
109.52421537643191,18.29818941573396,海南华诚测绘科技有限公司
110.30028681436107,20.024688336192394,海南华鹏工程咨询有限公司
110.25277711586831,20.000864141735367,海南华益泰康药业有限公司
110.45465513529078,19.98368133666296,海南皇隆制药股份有限公司
0.0,0.0,海南火吧时代科技有限公司
110.25897590670057,19.99744089898085,海南佳风工程设计有限公司
110.3337064042678,20.00355076306914,海南佳磊工程监理有限公司
0.0,0.0,保亭正生堂生物工程有限公司
0.0,0.0,澄迈天宇房地产开发有限公司
109.5877224685562,19.541010442705872,儋州市城市建设投资有限公司
0.0,0.0,儋州市鑫腾生态养殖有限公司
108.98597155107313,19.026068754676356,国电海南大广坝发电有限公司
110.2684667766187,19.958162971166875,海口诚佳美塑料包装有限公司
0.0,0.0,海口科博瑞信息科技有限公司
110.2512581306836,20.012159890560465,海口市城市建设投资有限公司
110.31751922102542,20.046429083262804,海口市路桥建设投资有限公司
0.0,0.0,海口万维达餐饮管理有限公司
0.0,0.0,海口威旭隆装饰工程有限公司
110.32686369829449,20.02121537243117,海口喜盈门经营管理有限公司
110.44094414954382,19.7777161681709,海口鑫凤銮农业开发有限公司
110.31573746228095,20.04040946814195,海南爱哪哪网络科技有限公司
110.26868230967769,19.962911711592074,海南八百里物流股份有限公司
0.0,0.0,海南保亭椰泽坊食品有限公司
110.31499556541952,20.03124927366304,海南比特计算机网络有限公司
110.27082332175898,19.936669204776056,海南必凯水性新材料有限公司
110.30975280955957,19.994742714201426,海南碧凯药物研究所有限公司
0.0,0.0,海南达斯琪数字科技有限公司
110.3508998161755,20.031114308435708,海南电信规划设计院有限公司
0.0,0.0,海南海茶协文化传播有限公司
109.56713107985912,19.526410751558775,海南恒久钢结构工程有限公司
110.30360501077769,20.02702654994012,保利(海南)旅游发展有限公司
110.35853327410997,19.631692343255967,保亭港海高新农业开发有限公司
0.0,0.0,保亭海农同创农业投资有限公司
108.68106416123516,18.540060036334683,国家能源集团乐东发电有限公司
110.37212573695241,20.019144836052075,国兴(海南)信息科技有限公司
110.35396099754809,19.991312416337692,海口诚科工程检测咨询有限公司
110.32656121354019,19.985755515164843,海口汉普知识产权代理有限公司
110.34069346761217,20.056374711517023,海口山维测绘技术服务有限公司
110.30982299653272,20.02695432522618,海口天时同城网络科技有限公司
110.3423925445591,20.062402652027995,海口影动创意文化传媒有限公司
110.31207816757401,20.026510795289408,海南奥肯虫害防治科技有限公司
110.28026968709564,19.984198311114643,海南宝秀节水科技股份有限公司
110.72503174155072,19.73378227493641,海南碧桂园房地产开发有限公司
109.65718955191454,19.898215865828604,海南波莲水稻基因科技有限公司
110.32490062217369,20.04942849638633,海南博鳌恒大国际医院有限公司
109.52463187623789,18.288920528021844,海南诚业建设项目管理有限公司
0.0,0.0,海南传奇智力体育科技有限公司
109.48185761877168,18.314619392200328,海南春蕾南繁实业发展有限公司
110.295296639134,20.020914441833217,海南大益建设工程咨询有限公司
0.0,0.0,海南德璟置业投资有限责任公司
110.31072882032954,20.031493424217285,海南第一投资控股集团有限公司
110.45407364874883,19.249076101640316,海南多元槟榔产业发展有限公司
110.39428686389317,20.008686840336637,海南发展控股置业集团有限公司
110.3539151650645,20.02803997392093,海南甘霖农业科技发展有限公司
110.3183401277311,19.93574991331793,海南高速公路东线建设有限公司
0.0,0.0,海南公路建设项目管理有限公司
110.0055584676094,19.732339168510357,海南国瑞兴业商业管理有限公司
0.0,0.0,海南海榔生态农业开发有限公司
110.29247570653428,20.00388073020452,海南海润生物科技股份有限公司
109.18067412109214,19.767113040112413,海南汉地阳光石油化工有限公司
0.0,0.0,海南航达工程建设监理有限公司
0.0,0.0,海南恒运天泽信息科技有限公司
0.0,0.0,海南鸿年项目管理顾问有限公司
0.0,0.0,海南华建工程监理咨询有限公司
110.34464319292256,20.055439957786945,海南华磊建筑设计咨询有限公司
108.72861268354238,19.104152904771,海南华润五丰农业开发有限公司
110.16025920437657,19.964774520792243,海南华研胶原科技股份有限公司
109.57828219974192,19.502823304437165,海南吉虹云裳文化传媒有限公司
110.58044994688986,19.15976903115332,海南济民博鳌国际医院有限公司
0.0,0.0,大唐万宁天然气发电有限责任公司
0.0,0.0,大小咨询与调查(海南)有限公司
108.69569317396792,18.767791781026887,东方市文瀚现代农业科技有限公司
0.0,0.0,国家能源集团海控新能源有限公司
0.0,0.0,海口诚信鑫财务管理咨询有限公司
110.25896691314084,19.99743289685316,海口国家高新区发展控股有限公司
0.0,0.0,海口莱富特节能环保工程有限公司
0.0,0.0,海口市公交场站投资建设有限公司
110.35796983619963,20.02522053723846,海口泰昌制冰有限公司泰子道酒店
110.55803014591164,19.917137341944137,海南(潭牛)文昌鸡股份有限公司
110.4138457453589,19.98825345893278,海南宝翔行汽车销售服务有限公司
109.57828219974192,19.502823304437165,海南槟郎谷黎苗文化发展有限公司
110.76340451492959,19.567796412000327,海南传味文昌鸡产业股份有限公司
109.72480985209393,19.80776369903368,海南德大鸿建筑装饰工程有限公司
110.2708044454827,19.954270701916336,海南电网有限责任公司海口供电局
109.78787768708786,19.290525311801833,海南法米拉水上科技产业有限公司
0.0,0.0,海南广源隆节能环保股份有限公司
0.0,0.0,海南亨廷顿医院管理咨询有限公司
110.24795728499,19.988635859164514,海南葫芦娃药业集团股份有限公司
110.28059572296029,18.67255258293682,海南华润石梅湾旅游开发有限公司
109.52621041097619,19.504401176094387,儋州牧春绿色生态农业开发有限公司
110.30487337540326,20.02758177565561,国药集团健康实业(海南)有限公司
110.34209633348907,20.020946866083985,海航基础设施投资集团股份有限公司
110.34730849777984,20.021324134021235,海口联合农村商业银行股份有限公司
110.27739651419598,20.00785532500149,海口市秀英区城市建设投资有限公司
110.16680945426016,19.974159634857795,海口中升捷丰汽车销售服务有限公司
0.0,0.0,海南埃克斯伦科技发展有限责任公司
108.66411802578176,19.09363293731444,海南东方中科海洋生物育种有限公司
110.32774110468121,20.01415784247041,海南凤凰新华出版发行有限责任公司
110.205822324519,19.937372101746078,海南供销大集金服信息科技有限公司
110.31808423003626,20.00279281976343,海南广播电影电视传媒集团有限公司
110.34017844366689,20.02041685932633,海南国际资源(集团)股份有限公司
110.39064392027993,19.33184521320593,海南海建鑫网智能科技股份有限公司
109.56416203517179,18.285413199025935,海南华诚之星汽车销售服务有限公司
0.0,0.0,海南寰亚生态环境工程咨询有限公司
110.34151743593654,20.02333788119526,海南火山玫瑰庄园投资发展有限公司
110.29665091021701,20.02420398449583,国家电力投资集团有限公司海南分公司
110.20473125092403,20.027392140320107,海口市地下综合管廊投资管理有限公司
110.3620674400304,20.0305702468422,海口市统筹城乡发展(集团)有限公司
110.33426161932235,20.033579646721233,海口市医疗健康产业投资发展有限公司
110.12723943150732,19.901183332810383,海南澄迈农之子农业技术开发有限公司
110.368034262152,20.005818235524135,海南大洲金丝燕生态农业开发有限公司
109.48450226338338,18.28844283743832,海南德璟正邦房地产开发有限责任公司
110.73246279966246,19.68999244858674,海南东来房地产评估工程咨询有限公司
110.02861968149026,18.512857590448,福建省城乡建设股份有限公司海南分公司
110.32206402241128,20.009675956427472,福建省中扩建设工程有限公司海南分公司
0.0,0.0,海南大通振业投资项目咨询管理有限公司
0.0,0.0,北京中瑞诚会计师事务所有限公司海南分所
110.29922996527627,20.023387040531485,广西建工集团联合建设有限公司海南分公司
110.32668093903695,19.985890398729452,广州三环专利商标代理有限公司海口分公司
113.60109182127047,22.64375326218323,广州市适然环境工程技术有限公司海南分公司
110.49559069372951,19.146364519201498,海南博鳌瑞达麦迪赛尔国际医疗中心有限公司
0.0,0.0,北京八大处房地产开发集团有限公司海南分公司
110.31208714772451,20.026518785246168,海南方正会计师事务所(普通合伙)
110.31636374305741,20.027674731093274,海南海昌会计师事务所(普通合伙)
110.32633161773657,20.026411698816723,海口普信永和会计师事务所(普通合伙)
0.0,0.0,海南国瑞华健会计师事务所(普通合伙)
110.31208714772451,20.026518785246168,大华会计师事务所(特殊普通合伙)海南分所
109.5766802973365,19.522902596417943,儋州市教育局教学教研室
110.36363180567454,20.031411882678448,海口市龙华区教学研究室
110.31698674380273,20.001105498317088,海口日报社
108.94845760399535,19.329977458620803,昌江县十月田镇政府
110.33800653918912,19.993193204139708,白沙黎族自治县环境保护监测站
109.43858660583122,19.223275160205,保亭黎族苗族自治县文化广电出版体育局
110.31830851172906,20.026389982541566,海口市国土资源信息化建设与宣教管理中心
110.32722404928907,20.056709078230522,海南大学保卫处
110.32194951090713,20.063027358715836,海南大学财务处
110.32443417735662,20.058821144941852,海南大学教务处
110.32273792942168,20.059579010129244,海南大学体育部
0.0,0.0,海南大学学报编辑部
110.328954889074,19.985392657616323,海南大学招生与就业处
110.3262550207846,20.06045201402195,海南大学信息化服务中心
108.66118420118553,19.107671020513237,东方市教育教学研究培训中心
110.3188145431902,20.062013496226538,海南大学南海海洋资源利用国家重点实验室
110.00834072181658,19.733121397177403,澄迈县中医院
108.64454332095798,19.10032935662689,东方市文化馆
110.35442460915715,20.0394036050927,海口市体工队
110.31587964755558,20.030790228500006,《天涯》杂志社
109.57224582256555,19.50743317306061,儋州市人民医院
109.55895718388413,19.52119729218989,儋州市中医医院
110.34162732480527,19.692797201143435,定安县人民医院
108.64825562026444,19.09716607716124,东方市委宣传部
110.31135955210802,19.99103868130606,海口广播电视台
110.33724256501866,20.062942401868572,海口市人民医院
110.19403787859146,20.049403216663524,海口市信息中心
110.49192722319644,19.154745468970727,慈铭博鳌国际医院
109.50653919566098,18.273453916116974,儋州市环境监测站
110.3183963183239,20.02636679660021,海口市土地测绘院
110.01993985870124,19.785998493828135,海南澄迈思源高中
110.3181141623052,20.002820786188668,海南广播电视总台
110.0178151021929,19.78663894957874,澄迈县教师研训中心
110.33861411505394,19.666527062651383,定安县气象局气象台
108.65505347328254,19.101288689043326,东方市农业服务中心
110.35748171143273,20.006157425122957,海口市气象局气象台
110.3183344467407,20.02653505365513,海口市土地交易中心
110.34751605730042,20.021694090520615,海南昌宇律师事务所
109.44891462313034,19.224906640615906,白沙黎族自治县文化馆
110.49240678145709,19.14987791320974,博鳌一龄生命养护中心
110.46366221768501,19.98552018115358,海口桂林洋经济开发区
110.33357214137027,20.052741795661575,海口市教育研究培训院
0.0,0.0,白沙鸿晟种养专业合作社
0.0,0.0,澄迈衍旭种养专业合作社
110.32278600312375,20.056091039939243,儋州大皇岭农业开发中心
110.34089496133964,19.691204484523755,定安县农业技术推广中心
110.29290654733269,20.011256189037518,海口龙华晖鑫名车维修行
110.32540968865521,20.064732155115816,海口市公共资源交易中心
110.25923546861362,20.022190317226073,海口市骨科与糖尿病医院
110.33742390611236,20.029642526631708,海口市农业技术推广中心
110.31832846662768,20.026406958742175,海口市土地储备整理中心
109.70261606266116,18.636257315764126,白沙黎族自治县民族博物馆
109.67823022545643,18.451018479272538,保亭县新农种养专业合作社
110.58855295313539,19.182084694996284,大庆油田海南人才培训中心
110.32272302933328,19.59195336909877,定安龙田坡种养专业合作社
110.32456046893004,20.04776977438795,海口龙华周氏兄弟工艺品店
110.36108127816878,20.02735391543629,海口市城市规划设计研究院
110.35123914697154,20.031213842561403,海口市粮油产品质量监测站
110.57659299988636,19.926748992231097,海口市美兰区三江镇茄芮村
110.32521313855649,20.06453336662243,海口市市政工程设计研究院
110.40354041193257,19.973760373861403,海南海世界贝壳文化博物馆
109.70948206635117,18.29204848206268,301解放军总医院海南医院
109.4829046750453,19.19237905900611,白沙县五里路茶叶专业合作社
109.04622005133294,19.32527390262083,昌江保突黎陶制品专业合作社
0.0,0.0,澄迈宏大家禽养殖专业合作社
0.0,0.0,澄迈慧牛种养农民专业合作社
0.0,0.0,澄迈牧流山羊养殖专业合作社
0.0,0.0,儋州农信农业产销专业合作社
110.72682283315609,19.62346265734988,定安新竹南华养殖专业合作社
0.0,0.0,东方信上种植农民专业合作社
110.3371930488703,20.03653766664048,海口龙华阿祥珍材雕刻工作室
110.33462782837108,20.052504628122314,海口龙华亨之丽美发美容中心
110.32490362511906,20.02998038449143,海口市规划勘察测绘服务中心
110.32479585883978,20.030119705829538,海口市文化艺术传播研究中心
109.46293848519727,19.14072875133856,白沙灿然黎锦手工艺专业合作社
110.1863116471834,19.77310007554839,澄迈润来种养殖农民专业合作社
110.35726060858215,19.97750297562313,海口海农协蔬菜产销专业合作社
110.31830851172906,20.026389982541566,海口市环境信息和宣教管理中心
110.22834208932095,19.784801292026593,海口统历岭蔬菜种植专业合作社
110.4013164861272,19.976025781838874,海南方元特殊儿童康复服务中心
109.69881132603386,18.63655504035147,保亭黎族苗族自治县农业服务中心
109.61368971986919,18.409653187939565,保亭县六弓乡详盛专业种养合作社
109.05158402620401,19.114327657742685,昌江七叉红峰科技种养专业合作社
110.08280570281642,19.569964779496537,澄迈加乐雅尚沉香种植专业合作社
110.1863116471834,19.77310007554839,澄迈瑞洋林下养殖农民专业合作社
109.010418239885,19.465638513814223,儋州加乐海地农业种植专业合作社
110.35443209872136,20.029775613796158,海南国源土地矿产勘测规划设计院
109.29813006476782,19.315444987388496,白沙县青松乡仙婆岭种养专业合作社
109.04503281655121,19.315106631776917,昌江拜亮黎陶传统手工艺专业合作社
109.05053006277053,19.27424892896665,昌江石碌周金甫大师玉石雕刻工作室
116.72356322257586,39.92830927466759,北京京师名流工程技术研究院海南分院
110.21691776410022,19.92965707124075,海口市石山火山群国家地质公园管理处
110.28927405113038,20.00979645075035,海口市秀英区政府投资建设项目审计中心
108.795770002594,19.11985937412871,东方市三月三广场黎锦纺染织绣技艺传承馆
0.0,0.0,昌江县王下黎祖生态旅游农业开发服务专业合作社
110.67058865215112,19.607856286020223,海口海关(海南出入境检验检疫局)热带植物隔离检疫中心
110.31208714772451,20.026518785246168,海南佳明会计师事务所(普通合伙)
110.32251588434137,20.03146317458663,海南佳深工程造价咨询有限公司
110.31954015161214,19.99986762439405,海南家园生态农业综合开发有限公司
109.82689335958918,19.036404897611092,海南建设工程股份有限公司
110.25759602618723,20.01250406519093,海南建设工程机械施工有限公司
110.3277447647225,19.962704173158176,海南降香缘花梨生态林业开发有限公司
110.3716219282931,20.009514359912778,海南交控公路工程养护有限公司
0.0,0.0,海南交控汇金股权投资基金有限公司
110.33809293698296,20.02038361902399,海南交控置业有限公司
110.33823732919352,20.026052058783662,海南教育期刊社有限公司
110.32860556307938,20.025946982482825,海南杰锋系统工程有限公司
0.0,0.0,海南捷云信息科技有限公司
110.31123875849262,19.992083771894006,海南金富达实业有限公司
110.38582688240363,19.940070838719347,海南金港生物技术股份有限公司
109.18222061702251,19.780360474637757,海南金海浆纸业有限公司
0.0,0.0,海南金鸿运厨房设备安装工程有限公司
110.3040676857149,20.014950715264685,海南金垦赛博信息科技有限公司
110.3028512830173,19.99332589052788,海南金盘职能科技股份有限公司
110.3500630487088,20.019919383495015,海南金融控股股份有限公司
0.0,0.0,海南金易安网络科技有限公司
110.31173564979804,19.973417377044672,海南金渔创新科技有限公司
110.30408682658394,19.99204766720917,海南锦瑞制药有限公司
0.0,0.0,海南锦信税务师事务所有限公司
110.31946583826898,19.989788400291335,海南京润珍珠生物技术股份有限公司
110.51487116746169,19.984128817509298,海南经贸职业技术学院
0.0,0.0,海南九鼎置地有限公司
110.25590247546558,20.003394211417366,海南九芝堂药业有限公司
0.0,0.0,海南君佳项目管理有限公司
109.56516751719651,19.76245372818077,海南菌原生态农业有限公司
109.58645116615929,19.52282492909985,海南开泰东山羊产业有限公司
110.48190548618612,20.009679084006596,海南开维集团有限公司
0.0,0.0,海南康途商旅服务有限公司
110.37722084151143,19.9899938901973,海南科创建设项目管理有限公司
110.405326705909,20.044496587474935,海南科技职业大学
0.0,0.0,海南科力千方科技有限公司
110.3196051727701,20.035285894170034,海南可动软件技术有限公司
110.31934574083282,20.03544952344535,海南口腔医院有限公司
110.42682785380586,18.90718296055088,海南口味王科技发展有限公司
109.04771673090089,19.247341638395184,海南矿业股份有限公司
109.30189349595416,19.808579293886044,海南蓝岛环保产业股份有限公司
108.99928787284908,19.317796350482222,海南蓝祥联农科技开发有限公司
0.0,0.0,海南浪潮云计算科技有限公司
0.0,0.0,海南浪漫天缘海上旅业有限公司
109.57828219974192,19.502823304437165,海南乐达文化投资有限公司
109.86926185118406,18.420482964949247,海南雷丰芒果农民专业合作社
110.45510981475796,19.892907016829845,海南立昇净水科技实业有限公司
110.33172404209235,20.037143360677323,海南立信长江会计师事务所(普通合伙)
0.0,0.0,海南丽璟建设工程有限公司
110.30042859203947,20.023544145900146,海南利蒙特生物农药有限公司
108.74711515127139,18.56616249344362,海南连兆丰农业开发有限公司
110.31069688378162,20.03159356611985,海南联合资产管理有限公司
110.39297654686736,18.80050779747704,海南链家旅居产业科技服务有限公司
109.69317161289061,19.92140324962789,海南临高思源实验学校
109.83725223485604,18.3918919986515,海南陵水碧桂园润达投资置业有限责任公司
109.48898156726075,18.27610009153616,海南领海实业有限公司
0.0,0.0,海南领投信息科技有限公司
108.74904503905161,18.62115885711697,海南龙栖湾发展置业有限公司
110.33618787643506,20.005101434677034,海南龙泉技工学校
110.32445476925932,20.00798999057264,海南龙拓网络科技有限公司
109.4949197609707,18.273531083293616,海南路桥工程有限公司
108.68324970867215,18.980614121953334,海南路桥实业开发有限公司
0.0,0.0,海南旅居云创科技有限公司
110.3140162908239,19.689174738123135,海南绿槟榔科技发展有限公司
109.95480628648947,18.41766274731508,海南绿城高地投资有限公司
110.2609556348325,19.93591498449987,海南绿色能源与环境工程技术研究院有限公司
110.37228272596415,19.99623765781436,海南绿藻世界生物科技有限公司
0.0,0.0,海南懋公律师事务所
110.46503242931855,19.105442107772422,海南么彬农业发展有限公司
109.60239543321455,18.237401960919,海南玫瑰谷产业发展有限公司
110.38196487558253,19.987533294560382,海南美年大健康医院有限公司
110.26488505034959,19.942549896412057,海南美亚电缆厂有限公司
110.3317659481135,20.03716329821177,海南民爆器材专营有限公司
110.30451608866468,20.028042790025033,海南民航凯亚有限公司
0.0,0.0,海南明发国际投资有限公司
0.0,0.0,海南明珍古典家具有限公司
0.0,0.0,海南木养元大健康产业有限公司
108.72861268354238,19.104152904771,海南牧隆生态农业有限公司
110.2785881414233,20.022132807867706,海南南国绿洲生产资料有限公司
